album,name,popularity,duration_ms,tempo,energy,loudness,speechiness,instrumentalness,lyrics,Gold,Platinum
TRANQUILITY BASE HOTEL & CASINO,FOUR OUT OF FIVE,61,312346,130.189,0.863,-4.31,0.0685,0.0,"[Verse 1]
Advertise in imaginative ways, start your free trial today
Come on in, the water's lovely
Look, you could meet someone you like
During the meteor strike, it is that easy
Lunar surface on a Saturday night, dressed up in silver and white
With coloured Old Grey Whistle Test lights

[Chorus]
Take it easy for a little while
Come and stay with us, it’s such an easy flight
Cute new places keep on popping up
Since the exodus, it's all getting gentrified
I put a taqueria on the roof, it was well reviewed
Four stars out of five
And that's unheard of

[Verse 2]
Mr. Bridge and Tunnel on the Starlight Express
The head of special effects in my mind’s eye
Hokey Cokey with the opposite sex
The things you try to forget, doesn't time fly?
I'm in no position to give advice, I don't want to be nice
And you know that

[Chorus]
Take it easy for a little while
Come and stay with us, it's such an easy flight
Cute new places keep on popping up
Around Clavius, it's all getting gentrified
The Information-Action Ratio is the place to go
And you will not recognise the old headquarters

[Bridge]
All the nights that never happened and the days that don't exist
At the Information-Action Ratio
The only time that we stop laughing is to breathe or steal a kiss
I can get you on the list for all the clubs
I can lift you up another semitone

[Chorus]
Take it easy for a little while (Take it easy for a little while)
Come and stay with us, it's such an easy flight
Cute new places keep on popping up
(Cute new places keep on popping up)
Since the exodus, it’s all getting gentrified
The Information-Action Ratio (The Information-Action Ratio)
Is the place to go, four stars out of five
Take it easy for a little while (Take it easy for a little while)
Come and stay with us, now, it’s such an easy flight
Cute new places keep on popping up
(Cute new places keep on popping up)
Around Clavius, it's all getting gentrified
I put a taqueria on the moon (The Information-Action Ratio)
It got rave reviews, four stars out of five

[Outro]
Take it easy for a little while (Take it easy for a little while)
Come and stay with us, four stars out of five
Take it easy for a little while (Take it easy for a little while)
Come and stay with us, four stars out of five
Take it easy for a little while (Take it easy for a little while)
Come and stay with us, four stars out of five
Take it easy for a little while (Take it easy for a little while)
Come and stay with us, four stars out of five
(Take it easy for a little while)
Four stars out of five",,
TRANQUILITY BASE HOTEL & CASINO,GOLDEN TRUNKS,51,173626,92.544,0.564,-5.811,0.0278,1.73e-05,"[Verse 1]
Last night when my psyche's
Subcommittee sang to me in its scary voice
You slowly dropped your eyelids
When true love takes a grip, it leaves you without a choice

[Chorus]
And in response to what you whispered in my ear
I must admit, sometimes I fantasise about you too

[Verse 2]
The leader of the free world
Reminds you of a wrestler wearing tight golden trunks
He's got him sen a theme tune
They play it for him as he makes his way to the ring

[Chorus]
And in response to what you whispered in my ear
I must admit, sometimes I fantasise about you too

[Bridge]
In the daytime
Bendable figures with a fresh new pack of lies
Summat else to publicise
I'm sure you've heard about enough

[Chorus]
So in response to what you whispered in my ear
I'll be upfront, sometimes I fantasise about you too",,
TRANQUILITY BASE HOTEL & CASINO,ONE POINT PERSPECTIVE,59,208640,77.104,0.585,-4.57,0.0419,0.00444,"[Verse 1]
Dancing in my underpants
I'm gonna run for government
I'm gonna form a covers band anorl (stop)
Back there by the baby grand, did Mr. Winter Wonderland say
""Come 'ere, kid, we really need to talk""?
Bear with me, man, I lost my train of thought

[Verse 2]
I fantasise, I call it quits, I swim with the economists
And I get to the bottom of it for good
By the time reality hits, the chimes of freedom fell to bits
The shining city on the fritz
They come out of the cracks, thirsty for blood (stop)

[Bridge]
Oh, just as the apocalypse finally gets prioritised
And you cry some of the hottest tears you ever cried
Multiplied by five
I suppose a singer must die

[Verse 3]
""Singsong 'Round the Money Tree""
This stunning documentary that no one else unfortunately saw
Such beautiful photography, it's worth it for the opening scene
I've been driving 'round listening to the score
Or maybe I just imagined it all
I've played to quiet rooms like this before
Bear with me, man, I lost my train of thought",,
TRANQUILITY BASE HOTEL & CASINO,SCIENCE FICTION,50,185906,88.062,0.766,-5.411,0.0282,0.0802,"[Verse 1]
Religious iconography giving you the creeps?
I feel rougher than a disco lizard tongue along your cheek
The rise of the machines
I must admit you gave me something momentarily
In which I could believe
But the hand of harsh reality's un-gloved
And it's on its way back here to scoop you up
But not on my watch

[Chorus]
I want to stay with you, my love
The way some science fiction does

[Verse 2]
Reflections in the silver screen of strange societies
Swamp monster with a hard-on for connectivity
The ascension of the C.R.E.A.M
Mass panic on a not too distant future colony
Quantitative easing
I want to make a simple point about peace and love
But in a sexy way where it's not obvious
Highlight dangers and send out hidden messages

[Chorus]
The way some science fiction does
The way some science fiction does

[Bridge]
Got the world on a wire
In my little mirror, mirror on the wall
In the pocket of my raincoat

[Outro]
So I tried to write a song to make you blush
But I've a feeling that the whole thing
May well just end up too clever for its own good
The way some science fiction does",,
TRANQUILITY BASE HOTEL & CASINO,SHE LOOKS LIKE FUN,51,182560,103.943,0.773,-3.754,0.0388,0.00326,"[Intro]
One, two, three, four

[Chorus]
(She looks like fun)
(She looks like fun)
(She looks like fun)
(She looks like)

[Verse 1]
Smile like you've got a straw in something tropical
I've got the party plugged right into my skull
Wayne Manor, what a memorable NYE

[Chorus]
(She looks like fun) Good morning
(She looks like fun) Cheeseburger
(She looks like fun) Snowboarding
(She looks like)

[Verse 2]
Finally, I can share with you through cloudy skies
Every whimsical thought that enters my mind
There's no limit to the length of the dickheads we can be

[Chorus]
(She looks like fun) Bukowski
(She looks like fun) Dogsitting
(She looks like fun) Screwballing
(She looks like)

[Verse 3]
Finally, there's a place where you can wag your tongue
Baby, but why can't we all just get along?
Dance as if somebody's watching, 'cause they are

[Bridge]
No one's on the streets
We moved it all online as of March
I'm so full of shite
I need to spend less time stood around in bars
Waffling on to strangers all about martial arts
And how much I respect them

[Chorus]
(She looks like fun) Key changes
(She looks like fun) Re-thinking
(She looks like fun) New order
(She looks like fun)",,
TRANQUILITY BASE HOTEL & CASINO,STAR TREATMENT,59,354640,120.07,0.767,-5.026,0.0527,0.00131,"[Verse 1]
I just wanted to be one of The Strokes
Now look at the mess you made me make
Hitchhiking with a monogrammed suitcase
Miles away from any half-useful imaginary highway
I'm a big name in deep space, ask your mates
But golden boy's in bad shape
I found out the hard way that
Here ain't no place for dolls like you and me
Everybody's on a barge
Floating down the endless stream of great TV
1984, 2019

[Pre-Chorus 1]
Maybe I was a little too wild in the '70s
Rocket-ship grease down the cracks of my knuckles
Karate bandana, warp speed chic
Hair down to there, impressive moustache
Love came in a bottle with a twist-off cap
Let's all have a swig and do a hot lap

[Chorus]
So who you gonna call?
The Martini Police
Baby, that isn't how they look tonight, oh no
It took the light forever to get to your eyes

[Verse 2]
I just wanted to be one of those ghosts
You thought that you could forget
And then I haunt you via the rear view mirror
On a long drive from the back seat
But it's alright, 'cause you love me
And you recognise that it ain't how it should be
Your eyes are heavy and the weather's getting ugly
So pull over, I know the place
Don't you know an apparition is a cheap date?
What exactly is it you've been drinking these days?
Jukebox in the corner, ""Long Hot Summer""
They've got a film up on the wall and it's dark enough to dance
What do you mean you've never seen Blade Runner?

[Pre-Chorus 2]
Oh, maybe I was a little too wild in the '70s
Back down to earth with a lounge singer shimmer
Elevator down to my make-believe residency
From the honeymoon suite
Two shows a day, four nights a week
Easy money

[Chorus]
So who you gonna call?
The Martini Police
So who you gonna call?
The Martini Police
Oh, baby, that isn't how they look tonight
It took the light absolutely forever to get to your eyes

[Outro]
And as we gaze skyward, ain't it dark early?
It's the star treatment
Yeah, and as we gaze skyward, ain't it dark early?
It's the star treatment
It's the star treatment
The star treatment",,
TRANQUILITY BASE HOTEL & CASINO,THE ULTRACHEESE,54,217720,131.497,0.555,-6.551,0.0404,3.98e-05,"[Verse 1]
Still got pictures of friends on the wall
I suppose we aren't really friends anymore
Maybe I shouldn't ever have called that thing friendly at all
Get freaked out from a knock at the door
When I haven't been expecting one
And didn't that used to be part of the fun, once upon a time?
We'll be there at the back of the bar
In a booth like we usually were
Every time there was a rocket launch or some big event

[Verse 2]
What a death I died writing that song
Start to finish, with you looking on
It stays between us, Steinway, and his sons
'Cause it's the ultracheese
Perhaps it's time that you went for a walk
Dressed like a fictional character
From a place they called America in the golden age
Trust the politics to come along
When you were just tryna orbit the sun
When you were just about to be kind to someone
Because you had the chance

[Verse 3]
I've still got pictures of friends on the wall
I might look as if I'm deep in thought
But the truth is I'm probably not
If I ever was

[Outro]
Oh, the dawn won't stop weighing a tonne
I've done some things that I shouldn't have done
But I haven't stopped loving you once",,
TRANQUILITY BASE HOTEL & CASINO,THE WORLD'S FIRST EVER MONSTER TRUCK FRONT FLIP,50,180013,145.075,0.601,-5.742,0.0303,0.349,"[Verse 1]
You push the button and we'll do the rest
The exotic sound of data storage
Nothing like it, first thing in the morning
You push the button and we'll do the rest
Bastard Latin, that's the best thing for it
You push the button and we'll do the rest

[Pre-Chorus 1]
You and Lizzy in the summertime
Wrapping my tiny mind around a lullaby

[Chorus]
There are things that I just cannot explain to you
And those that I hope I don't ever have to

[Verse 2]
Pattern language, in the mood for love
You push the button and we'll do the rest

[Pre-Chorus 2]
You and Genie wearing Stetson hats
Trying to gain access to my lily pad

[Chorus]
There are things that I just cannot explain to you
And those that I hope I don't ever have to

[Bridge]
The world's first ever monster truck front flip
I'm just a bad girl trying to be good
I've got a laser guiding my love that I cannot adjust

[Verse 3]
Forward-thinking model villages
More brain shrinking moving images
You push the button and we'll do the rest",,
TRANQUILITY BASE HOTEL & CASINO,TRANQUILITY BASE HOTEL & CASINO,59,212093,142.2,0.835,-4.326,0.0297,0.0147,"[Verse 1]
Jesus in the day spa, filling out the information form
Mama got her hair done, just popping out to sing a protest song
I've been on a bender back to that prophetic esplanade
Where I ponder all the questions but just manage to miss the mark

[Chorus]
Hoo
Good afternoon
Tranquility Base Hotel and Casino
Mark speaking
Please, tell me, how may I direct your call?

[Verse 2]
This magical thinking feels as if it really might catch on
Mama wants some answers
Do you remember where it all went wrong?
Technological advances really bloody get me in the mood
Pull me in close on a crisp eve, baby
Kiss me underneath the moon's side boob

[Chorus]
Good afternoon
Tranquility Base Hotel and Casino
Mark speaking
Please, tell me, how may I direct your call?

[Bridge]
And do you celebrate your dark side
Then wish you'd never left the house?
Have you ever spent a generation trying to figure that one out?

[Chorus]
Hoo
Good afternoon
Tranquility Base Hotel and Casino
Mark speaking
Please, tell me, how may I direct your call?",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",A CERTAIN ROMANCE,67,331200,137.949,0.881,-5.587,0.0401,6.06e-05,_IGNORE_EMPTY_IGNORE_,,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",DANCING SHOES,62,141133,144.499,0.889,-4.137,0.0461,0.0,"[Verse 1]
Get on your dancing shoes
There's one thing on your mind
Hoping they’re looking for you
Sure you'll be rummaging through
Oh and the shit, shock, horror
You've seen your future bride
Yeah, but it's oh so absurd
For you to say the first word so you're waiting and waiting and

[Chorus]
The only reason that you came
So what you scared for?
Well, don't you always do the same?
It's what you there for, don't you know?

[Verse 2]
The lights are flashing
Down in here tonight
And some might exchange a glance
But keep pretending to dance
Don't act like it's not happening
As if it's impolite
To go and mention your name
Instead you'll just do the same as they all do and hope for the best

[Chorus]
The only reason that you came
So what you scared for?
Well, don't you always do the same?
It's what you’re there for, but no

[Instrumental break]

[Verse 3]
Get on your dancing shoes
You sexy little swine
Hoping they’re looking for you
Sure you'll be rummaging through
I said, the shit, shock, horror
You've seen your future bride, yeah
Yeah, but it's oh so absurd
For you to say the first word so you're waiting and waiting",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",FAKE TALES OF SAN FRANCISCO,66,177946,127.158,0.778,-4.225,0.0449,0.0,_IGNORE_EMPTY_IGNORE_,,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",FROM THE RITZ TO THE RUBBLE,69,193426,189.286,0.882,-5.176,0.0439,0.0,"[Verse 1]
Well, last night these two bouncers
And one of 'em's alright
The other one's a scary'un
His way or no way; totalitarian
He's got no time for you looking or breathing
How he don’t want you to
So step out the queue
He makes examples of you
And there's nowt you can say
Behind they go through to the bit where you pay
And you realise then that it's finally the time
To walk back past ten-thousand eyes in the line
And you can swap jumpers and make another move
Instilled in your brain you've got something to prove
To all the smirking faces and the boys in black
Why can't they be pleasant? Why can't they have a laugh?
He's got his hand in your chest, he wants to give you a duff
Well, secretly I think they want you all to kick off
They want arms flying everywhere
And bottles as well
It's just something to talk about
A story to tell, yeah

[Chorus]
Well, I'm so glad they turned us all away
We'll put it down to fate
I said a thousand million things
That I could never say this morning
Got too deep
But how deep is too deep?

[Verse 2]
Well, this town's a different town today
Said, this town's a different town to what it was last night
You couldn't have done that on a Sunday
And that girl's a different girl today
Said, that girl's a different girl to her you kissed last night
You couldn't have done that on a Sunday
Of course not

[Chorus]
Well, I'm so glad they turned us all away
We'll put it down to fate
I thought a thousand million things
That I could never think this morning
Got too deep
But how deep is too deep?

[Verse 3]
Last night, what we talked about
It made so much sense
But now the haze has ascended
It don't make no sense anymore
I said, last night, what we talked about
It made so much sense
But now the haze has ascended
It don't make no sense anymore, oh

[Outro]
Da-da, da-da-da
Da-da, da-da-da, da-da-da-da
Da-da, da-da-da, da-da-da-da-da",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",I BET YOU LOOK GOOD ON THE DANCEFLOOR,75,173680,103.183,0.948,-4.19,0.0356,0.0,_IGNORE_EMPTY_IGNORE_,,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",MARDY BUM,73,175440,112.215,0.599,-5.447,0.0365,0.0,_IGNORE_EMPTY_IGNORE_,,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",PERHAPS VAMPIRES IS A BIT STRONG BUT...,57,268626,134.982,0.914,-4.917,0.081,8.75e-05,"[Verse 1]
I've seen your eyes as they fix on me
What is he doing? What on earth's the plan, has he got one?
You better give me some pointers
Since you are the big rocket launcher and I'm just the shotgun
I ain't got no dollar signs in my eyes
That might be a surprise but it's true, said, I'm not like you
And I don't want your advice or your praise
Or to move in the ways you do and I never will

[Chorus]
'Cause all you people are vampires
And all your stories are stale
And though you pretend to stand by us
I know you're certain we'll fail

[Verse 2]
I've seen your eyes as they fix on me, full of confusion
Your snarl is just so condescending!
Trying to explain that we're on to a win
If the fee we get in near recoups what we're spending
He said, ""I can't believe that you drove all that way
Well how much did they pay ya? How much did they pay ya?
You'd have been better to stay round our way""
Thinking about things but not actually doing the things

[Chorus]
'Cause all you people are vampires
And all your stories are stale
And though you pretend to stand by us
I know you're certain we'll fail
'Cause all you people are vampires
And all your stories are stale
And though you pretend to stand by us
I know you're certain we'll fail

[Instrumental break]

[Shouted]
All you people are vampires!",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",RED LIGHT INDICATES DOORS ARE SECURED,58,143626,110.683,0.846,-4.831,0.0311,0.0,"[Verse 1]
We'll ask if we can have six in
If not we'll have to have two
Well, you're coming up at our end aren't you?
So I'll get one with you
Won't he let us have six in?
Especially not with the food
He could have just told us no, though
He didn't have to be rude
You see her with the green dress?
She talked to me at the bar
Well how come it's already two-pound fifty?
We've only gone about a yard
Didn't you see she were gorgeous?
She were beyond belief
But this lad at the side drinking his Smirnoff Ice
Came and paid for her Tropical Reef

[Chorus]
And I'm sitting going backwards
And I didn't want to leave
I said ""It's High Green, mate
Via Hillsborough, please""

[Verse 2]
Well, how funny were that sketch earlier
Up near that taxi rank?
Oh no, you would have missed it
Think it were when you went to the bank
These two lads squaring up proper shouting
'Bout who were next in the queue
The kind of thing that'd seem so silly
But not when they've both had a few
Well, calm down, temper, temper
You shouldn't get so annoyed
Well, you're acting like a silly little boy
Oh, they wanted to be men
And do some fighting in the street
He said ""No surrender
No chance of retreat""

[Instrumental Break]

[Chorus]
And so why are they in the taxi?
'Cause I didn't want to leave
I said ""It's High Green, mate
Via Hillsborough, please!""

[Verse 3]
Drunken plots hatched to jump it
Ask around, ""Are you sure?""
Went for it but the red light was showing
And red light indicates doors are secure",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",RIOT VAN,60,134933,103.537,0.333,-14.342,0.046,0.0,"[Intro]
So up rolls a riot van
And sparks excitement in the boys
But the policemen look annoyed
Perhaps these are ones they should avoid

[Verse 1]
Got a chase last night
From men with truncheons dressed in hats
We didn't do that much wrong
Still ran away though, for the laugh
Just for the laugh
And please just stop talking
'Cause they won't find us if you do
Oh, those silly boys in blue
Well, they won't catch me and you

[Verse 2]
""Have you been drinking, son?
You don't look old enough to me""
""I'm sorry, officer
Is there a certain age you're supposed to be?
'Cause nobody told me""
And up rolls the riot van
And these lads just wind the coppers up
They ask why they don't catch proper crooks
They get their address and their names took
But they couldn't care less

[Outro]
Thrown in the riot van
And all the coppers kicked him in
And there was no way he could win
Just had to take it on the chin",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",STILL TAKE YOU HOME,59,173666,108.934,0.946,-4.192,0.0378,0.0,"[Spoken Intro]

[Verse 1]
Well, it's ever so funny
'Cause I don't think you're special, I don't think you're cool
You're just probably alright
But under these lights you look beautiful
And I'm struggling, I can't see through your fake tan
Yeah, and you know it for a fact that everybody's eating out of your hands

[Chorus]
But what do you know?
Oh, you know nothing
Yeah, but I'll still take you home
Oh, yeah, I'll still take you home
So what do you know?
Said, you don't know nothing

[Verse 2]
Well, fancy seeing you in here
You're all tarted up and you don't look the same
Well, I haven't seen you since last year
Yeah, and surprisingly you have forgotten my name
But you know it, yeah, and you knew it all along
Oh and you say you have forgotten but you're fibbing, go on, tell me I'm wrong

[Chorus]
So what do you know?
Oh, you know nothing
Yeah, but I'll still take you home
Oh, yeah, I'll still take you home
So what do you know?
Oh, you don't know nothing, no

[Bridge]
Oh-woah, woah, woah
Oh-woah, woah, woah
Da-da, da-da-da, da-da, da-da
Da-da, da-da, da-da-da
Oh-woah, woah, woah

[Chorus]
Oh, so what do you know?
Yeah, you don't know nothing, no
Yeah, but I'd still take you home
Oh, yeah, I'll still take you home
I said, what do you know?
Oh, you don't know nothing

[Verse 3]
I fancy you with a passion
Oh, you're a Topshop princess, a rockstar too
But you're a fad and you're a fashion
And I'm having a job trying to talk to you
But it's alright, yeah, I'll put it on one side
Oh, 'cause everybody's looking, you've got control of everyone's eyes including mine",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",THE VIEW FROM THE AFTERNOON,62,222946,146.478,0.922,-5.192,0.0674,0.0,"[Verse 1]
Anticipation has the habit to set you up
For disappointment in evening entertainment, but
Tonight there'll be some love, tonight there'll be a ruckus
Yeah, regardless of what's gone before
I want to see all of the things that we've already seen
The lairy girls hung out the window of the limousine
Of course it's fancy dress
And they're all looking quite full on in bunny ears and devil horns and how

[Verse 2]
Anticipation has the habit to set you up
For disappointment in evening entertainment, but
Tonight there'll be some love, tonight there'll be a ruckus
Yeah, regardless of what's gone before
I want to see all of the things that we've already seen
I wanna see you take the jackpot out the fruit machine
And put it all back in
You've got to understand that you can never beat the bandit, no

[Chorus]
And she won't be surprised and she won't be shocked
When she's pressed the star after she's pressed unlock
And there's verse and chapter sat in her inbox
And all that it says is that you've drank a lot
And you should bear that in mind tonight
Bear that in mind
Yeah, you should bear that in mind tonight
Bear that in mind

[Post-Chorus]
And you can pour your heart out but her reasoning will block
Owt you send her after nine o' clock

[Verse 3]
Anticipation has the habit to set you up
For disappointment in evening entertainment, but
Tonight there'll be some love, oh, tonight there'll be a rawkus Yeah, regardless of what's gone before

[Chorus]
And she won't be surprised and she won't be shocked
When she's pressed the star after she's pressed unlock
And there's verse and chapter sat in her inbox
And all that it says is that you've drank a lot
And you should bear that in mind tonight
Bear that in mind
Yeah, you should bear that in mind tonight
Bear that in mind

[Post-Chorus]
And you can pour your heart out around three o' clock
When the two-for-one's undone the writer's block",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",WHEN THE SUN GOES DOWN,76,202133,169.152,0.875,-4.758,0.199,0.0,"[Intro]
I said, who's that girl there?
I wonder what went wrong so that she had to roam the streets
She don't do major credit cards, I doubt she does receipts
It's all not quite legitimate
And what a scummy man
Just give him half a chance, I bet he'll rob you if he can
Can see it in his eyes, yeah, that he's got a driving ban
Amongst some other offences
And I've seen him with girls of the night
And he told Roxanne to put on her red light
They're all infected but he'll be alright
'Cause he's a scumbag, don't you know?
I said, he's a scumbag, don't you know?

[Instrumental Bridge]

[Verse 1]
Although you're trying not to listen
Avert your eyes and staring at the ground
She makes a subtle proposition
""I'm sorry, love, I'll have to turn you down""
And oh, he must be up to summat
What are the chances? Sure it's more than likely
I've got a feeling in my stomach
And start to wonder what his story might be
What his story might be, yeah

[Chorus]
'Cause they said it changes when the sun goes down
Yeah, they said it changes when the sun goes down
And they said it changes when the sun goes down
Around here, around here

[Verse 2]
Look, here comes a Ford Mondeo
Isn't he Mr. Inconspicuous?
And he don't even have to say owt
She's in the stance ready to get picked up
Bet she's delighted when she sees him
Pulling in and giving her the eye
Because she must be fucking freezing
Scantily-clad beneath the clear night sky
It don't stop in the winter, no

[Chorus]
And they said it changes when the sun goes down
Yeah, they said it changes when the sun goes down
And they said it changes when the sun goes down
Around here
Well, they said it changes when the sun goes down
Over the river, going out of town
And they said it changes when the sun goes down
Around here, around here, oh

[Outro]
And what a scummy man
Just give him half a chance, I bet he'll rob you if he can
Can see it in his eyes, yeah, that he's got a nasty plan
I hope you're not involved at all",,
"WHATEVER PEOPLE SAY I AM, THAT'S WHAT I'M NOT",YOU PROBABLY COULDN'T SEE FOR THE LIGHTS BUT YOU WERE STARING STRAIGHT AT ME,57,130813,105.492,0.972,-4.274,0.0589,0.0,"[Verse 1]
One look sends it coursing through the veins
Oh, how the feeling races
Back up to their brains to form expressions on their stupid faces
They don't want to say hello like I want to say hello
Well, the heartbeat's at its peak when you're coming up to speak
And oh, I'm so tense, never tenser, could all go a bit Frank Spencer
And I'm talking gibberish, tip of the tongue but I can't deliver it
Properly, oh, it's all getting on top of me
And if it weren't this dark, you'd see how red my face has gone Yeah

[Verse 2]
Everybody's trying to crack the jokes and that to make you smile
Those that claim that they're not showing off
Are drowning in denial
But they're not half as bad as me, say anything and I'll agree
'Cause when it comes to acting up, I'm sure I could write the book
And now that you're more than a part in the play
It's slightly easier to think what to say
You had us all, standing on our heads, doing our best tricks, yeah

[Verse 3]
Never again, well, never again, no
Will there be another one quite as desirable as you
One look sends it coursing through the veins
Oh, how the feeling races
Back up to their brains to form expressions on their stupid faces",,
